1674,1000
1674,294
1674,436
1674,90
1675,139
1675,154
1675,486
1675,928
1676,116
1676,144
1676,887
1676,940
1677,1023
1677,754
1678,793
1678,886
1678,887
1678,890
1679,890
1679,912
1680,753
1680,838
1681,730
1681,886
1681,887
1681,983
1682,308
1682,803
1682,912
1683,129
1683,132
1683,429
1683,994
1684,100
1684,101
1684,116
1684,845
1685,116
1685,736
1685,800
1685,929
1686,149
1686,482
1686,731
1686,749
1687,116
1687,736
1687,872
1688,205
1688,206
1688,520
1688,90
1689,220
1689,713
1689,81
1689,87
1690,1001
1690,779
1691,67
1691,765
1691,832
1692,161
1692,247
1692,248
1692,481
1693,113
1693,120
1693,175
1693,458
1694,141
1694,149
1694,81
1695,148
1695,149
1695,96
1696,106
1696,170
1696,338
1696,958
1697,109
1697,168
1697,208
1697,383
1698,142
1698,205
1698,521
1698,812
1699,400
1699,401
1699,407
1699,731
1700,1086
1700,232
1700,477
1700,574
1701,113
1701,122
1701,726
1701,856
1702,121
1702,359
1702,487
1702,50
1703,369
1703,526
1704,1061
1704,1092
1704,847
1704,924
1705,1000
1705,251
1705,314
1705,919
1706,1054
1706,144
1706,532
1706,872
1707,141
1707,149
1707,81
1707,914
1708,141
1708,149
1708,175
1708,81
1709,271
1709,316
1709,505
1710,125
1710,128
1710,868
1711,329
1711,450
1711,48
1711,554
1712,113
1712,291
1712,726
1713,107
1714,1029
1714,532
1714,71
1714,935
1715,257
1715,292
1715,331
1716,314
1716,436
1716,90
1716,919
1717,165
1717,271
1717,272
1717,90
1718,144
1718,986
1719,127
1719,182
1719,331
1720,749
1720,751
1721,56
1721,575
1721,749
1721,750
1722,749
1722,750
1722,751
1722,986
1724,1080
1724,326
1724,731
1724,813
1725,148
1725,247
1725,248
1726,219
1726,525
1726,696
1726,801
1727,222
1727,481
1727,558
1727,568
1728,1080
1728,481
1728,731
1728,813
1729,212
1729,407
1729,481
1731,439
1731,481
1731,731
1732,481
1733,481
1734,407
1734,439
1736,1053
1736,235
1736,854
1736,978
1737,469
1737,472
1737,473
1737,526
1738,161
1738,460
1738,96
1739,234
1739,731
1739,813
1740,175
1740,522
1740,853
1741,175
1741,68
1741,853
1741,98
1742,584
1742,770
1743,584
1744,212
1744,411
1744,588
1745,210
1745,86
1746,413
1746,456
1746,564
1746,613
1747,212
1747,256
1747,481
1747,683
1748,1021
1748,1082
1748,154
1748,357
1749,439
1750,439
1750,868
1751,1094
1751,862
1751,926
1752,1035
1752,440
1753,420
1753,440
1753,889
1754,1039
1754,696
1754,750
1755,238
1756,185
1757,450
1757,826
1758,326
1758,483
1759,570
1759,591
1759,592
1759,593
1760,165
1760,710
1761,243
1761,561
1761,869
1762,212
1762,585
1762,712
1762,950
1763,784
1764,547
1765,483
1765,502
1765,844
1766,1021
1767,1039
1767,801
1767,802
1768,432
1768,483
1768,502
1768,538
1770,839
1770,988
1772,387
1772,585
1772,706
1773,297
1773,553
1774,839
1774,988
1776,45
1776,913
1777,45
1777,539
1777,962
1778,153
1778,966
1779,153
1782,357
1783,1057
1783,305
1783,66
1783,726
1784,1057
1784,305
1784,726
1785,1033
1785,162
1785,233
1786,1082
1787,256
1787,439
1787,481
1787,731
1788,234
1788,731
1789,256
1789,767
